Time,Dataset,TypeDataset,IR,Repetition,SmoteMin,SmoteMax,Filter,Classifier,Tr_crIns,Tr_crIns%,Tr_incrIns,Tr_incrIns%,Tr_Kappa,Tr_meanAbs,Tr_rootMeanSq,Tr_relAbs,Tr_rootRelSq,Tr_NumIns,Tr_WA_TP,Tr_WA_FP,Tr_WA_Acc,Tr_WA_Recall,Tr_WA_F_M,Tr_WA_MCC,Tr_WA_ROC,Tr_WA_PRC,Te_crIns,Te_crIns%,Te_incrIns,Te_incrIns%,Te_Kappa,Te_meanAbs,Te_rootMeanSq,Te_relAbs,Te_rootRelSq,Te_NumIns,Te_WA_TP,Te_WA_FP,Te_WA_Acc,Te_WA_Recall,Te_WA_F_M,Te_WA_MCC,Te_WA_ROC,Te_WA_PRC,carToRetainWithClass
2022-7-18/16:37:29,colon,micro,2,2,100,0,None,IB1,55,100,0,0,1,0.02,0.02,3.54,3.52,55,1,0,1,1,1,1,1,1,12,57.14,9,42.86,0.27,0.43,0.64,83.77,124.6,21,0.57,0.21,0.81,0.57,0.55,0.4,0.68,0.67,2001
2022-7-18/16:37:31,colon,micro,2,2,100,0,None,SVM,55,100,0,0,1,0,0,0,0,55,1,0,1,1,1,1,1,1,17,80.95,4,19.05,0.57,0.19,0.44,37.01,84.53,21,0.81,0.24,0.81,0.81,0.81,0.57,0.79,0.76,2001
2022-7-18/16:37:44,colon,micro,2,2,100,0,CFS,IB1,55,100,0,0,1,0.02,0.02,3.54,3.52,55,1,0,1,1,1,1,1,1,12,57.14,9,42.86,0.23,0.43,0.64,83.77,124.6,21,0.57,0.29,0.71,0.57,0.57,0.29,0.64,0.64,60
2022-7-18/16:37:45,colon,micro,2,2,100,0,CFS,SVM,55,100,0,0,1,0,0,0,0,55,1,0,1,1,1,1,1,1,14,66.67,7,33.33,0.22,0.33,0.58,64.77,111.83,21,0.67,0.45,0.66,0.67,0.66,0.22,0.61,0.61,60
2022-7-18/16:37:59,colon,micro,2,2,100,RUS,None,IB1,51,100,0,0,1,0.02,0.02,3.77,3.77,51,1,0,1,1,1,1,1,1,12,57.14,9,42.86,0.27,0.43,0.64,85.71,127.67,21,0.57,0.21,0.81,0.57,0.55,0.4,0.68,0.67,2001
2022-7-18/16:38:1,colon,micro,2,2,100,RUS,None,SVM,51,100,0,0,1,0,0,0,0,51,1,0,1,1,1,1,1,1,17,80.95,4,19.05,0.54,0.19,0.44,37.86,86.73,21,0.81,0.31,0.81,0.81,0.8,0.55,0.75,0.73,2001
2022-7-18/16:38:17,colon,micro,2,2,100,RUS,CFS,IB1,51,100,0,0,1,0.02,0.02,3.77,3.77,51,1,0,1,1,1,1,1,1,12,57.14,9,42.86,0.23,0.43,0.64,85.71,127.67,21,0.57,0.29,0.71,0.57,0.57,0.29,0.64,0.64,66
2022-7-18/16:38:18,colon,micro,2,2,100,RUS,CFS,SVM,51,100,0,0,1,0,0,0,0,51,1,0,1,1,1,1,1,1,16,76.19,5,23.81,0.48,0.24,0.49,47.32,96.96,21,0.76,0.26,0.77,0.76,0.77,0.48,0.75,0.72,66
2022-7-18/16:38:34,colon,micro,2,2,100,40,None,IB1,65,100,0,0,1,0.01,0.01,3,2.99,65,1,0,1,1,1,1,1,1,11,52.38,10,47.62,0.12,0.48,0.68,97.81,139.08,21,0.52,0.38,0.63,0.52,0.53,0.14,0.57,0.59,2001
2022-7-18/16:38:36,colon,micro,2,2,100,40,None,SVM,65,100,0,0,1,0,0,0,0,65,1,0,1,1,1,1,1,1,17,80.95,4,19.05,0.57,0.19,0.44,39.07,89.28,21,0.81,0.24,0.81,0.81,0.81,0.57,0.79,0.76,2001
2022-7-18/16:38:50,colon,micro,2,2,100,40,CFS,IB1,65,100,0,0,1,0.01,0.01,3,2.99,65,1,0,1,1,1,1,1,1,10,47.62,11,52.38,0.06,0.52,0.71,107.29,145.86,21,0.48,0.41,0.59,0.48,0.48,0.07,0.54,0.57,62
2022-7-18/16:38:51,colon,micro,2,2,100,40,CFS,SVM,65,100,0,0,1,0,0,0,0,65,1,0,1,1,1,1,1,1,15,71.43,6,28.57,0.4,0.29,0.53,58.6,109.35,21,0.71,0.29,0.74,0.71,0.72,0.41,0.71,0.69,62
2022-7-18/16:39:16,colon,micro,2,3,100,0,None,IB1,53,100,0,0,1,0.02,0.02,3.64,3.64,53,1,0,1,1,1,1,1,1,14,66.67,7,33.33,0.38,0.34,0.57,68.06,113.69,21,0.67,0.25,0.81,0.67,0.65,0.48,0.71,0.67,2001
2022-7-18/16:39:18,colon,micro,2,3,100,0,None,SVM,53,100,0,0,1,0,0,0,0,53,1,0,1,1,1,1,1,1,15,71.43,6,28.57,0.38,0.29,0.53,57.29,107.17,21,0.71,0.35,0.74,0.71,0.69,0.42,0.68,0.64,2001
2022-7-18/16:39:32,colon,micro,2,3,100,0,CFS,IB1,53,100,0,0,1,0.02,0.02,3.64,3.64,53,1,0,1,1,1,1,1,1,11,52.38,10,47.62,0.05,0.48,0.68,95.66,135.86,21,0.52,0.47,0.54,0.52,0.53,0.06,0.53,0.53,67
2022-7-18/16:39:33,colon,micro,2,3,100,0,CFS,SVM,53,100,0,0,1,0,0,0,0,53,1,0,1,1,1,1,1,1,15,71.43,6,28.57,0.38,0.29,0.53,57.29,107.17,21,0.71,0.35,0.74,0.71,0.69,0.42,0.68,0.64,67
2022-7-18/16:39:47,colon,micro,2,3,100,RUS,None,IB1,51,100,0,0,1,0.02,0.02,3.77,3.77,51,1,0,1,1,1,1,1,1,14,66.67,7,33.33,0.38,0.34,0.57,67.74,113.01,21,0.67,0.25,0.81,0.67,0.65,0.48,0.71,0.67,2001
2022-7-18/16:39:49,colon,micro,2,3,100,RUS,None,SVM,51,100,0,0,1,0,0,0,0,51,1,0,1,1,1,1,1,1,14,66.67,7,33.33,0.29,0.33,0.58,66.49,115.14,21,0.67,0.39,0.67,0.67,0.65,0.3,0.64,0.6,2001
2022-7-18/16:40:2,colon,micro,2,3,100,RUS,CFS,IB1,51,100,0,0,1,0.02,0.02,3.77,3.77,51,1,0,1,1,1,1,1,1,11,52.38,10,47.62,0.05,0.48,0.68,95.16,135.05,21,0.52,0.47,0.54,0.52,0.53,0.06,0.53,0.53,58
2022-7-18/16:40:3,colon,micro,2,3,100,RUS,CFS,SVM,51,100,0,0,1,0,0,0,0,51,1,0,1,1,1,1,1,1,16,76.19,5,23.81,0.48,0.24,0.49,47.49,97.31,21,0.76,0.32,0.83,0.76,0.74,0.56,0.72,0.7,58
2022-7-18/16:40:19,colon,micro,2,3,100,40,None,IB1,64,100,0,0,1,0.02,0.02,3.14,3.09,64,1,0,1,1,1,1,1,1,16,76.19,5,23.81,0.51,0.25,0.48,50.52,97.07,21,0.76,0.26,0.76,0.76,0.76,0.51,0.75,0.7,2001
2022-7-18/16:40:21,colon,micro,2,3,100,40,None,SVM,64,100,0,0,1,0,0,0,0,64,1,0,1,1,1,1,1,1,15,71.43,6,28.57,0.38,0.29,0.53,58.67,107.93,21,0.71,0.35,0.74,0.71,0.69,0.42,0.68,0.64,2001
2022-7-18/16:40:35,colon,micro,2,3,100,40,CFS,IB1,64,100,0,0,1,0.02,0.02,3.14,3.09,64,1,0,1,1,1,1,1,1,15,71.43,6,28.57,0.38,0.29,0.53,60,106.32,21,0.71,0.35,0.74,0.71,0.69,0.42,0.68,0.64,70
2022-7-18/16:40:36,colon,micro,2,3,100,40,CFS,SVM,64,100,0,0,1,0,0,0,0,64,1,0,1,1,1,1,1,1,15,71.43,6,28.57,0.4,0.29,0.53,58.67,107.93,21,0.71,0.33,0.71,0.71,0.71,0.41,0.69,0.65,70
2022-7-18/16:41:1,colon,micro,2,4,100,0,None,IB1,52,100,0,0,1,0.02,0.02,3.72,3.71,52,1,0,1,1,1,1,1,1,15,71.43,6,28.57,0.44,0.29,0.52,58.94,105.05,21,0.71,0.26,0.82,0.71,0.69,0.53,0.73,0.69,2001
2022-7-18/16:41:3,colon,micro,2,4,100,0,None,SVM,52,100,0,0,1,0,0,0,0,52,1,0,1,1,1,1,1,1,15,71.43,6,28.57,0.42,0.29,0.53,57.35,106.99,21,0.71,0.3,0.75,0.71,0.7,0.45,0.7,0.65,2001
2022-7-18/16:41:19,colon,micro,2,4,100,0,CFS,IB1,52,100,0,0,1,0.02,0.02,3.72,3.71,52,1,0,1,1,1,1,1,1,16,76.19,5,23.81,0.53,0.25,0.48,49.73,95.91,21,0.76,0.23,0.79,0.76,0.76,0.55,0.77,0.71,70
2022-7-18/16:41:20,colon,micro,2,4,100,0,CFS,SVM,52,100,0,0,1,0,0,0,0,52,1,0,1,1,1,1,1,1,13,61.9,8,38.1,0.22,0.38,0.62,76.46,123.54,21,0.62,0.4,0.63,0.62,0.6,0.24,0.61,0.57,70
2022-7-18/16:41:33,colon,micro,2,4,100,RUS,None,IB1,47,100,0,0,1,0.02,0.02,4.08,4.08,47,1,0,1,1,1,1,1,1,14,66.67,7,33.33,0.35,0.34,0.57,67.96,113.03,21,0.67,0.3,0.8,0.67,0.63,0.46,0.68,0.65,2001
2022-7-18/16:41:35,colon,micro,2,4,100,RUS,None,SVM,47,100,0,0,1,0,0,0,0,47,1,0,1,1,1,1,1,1,15,71.43,6,28.57,0.42,0.29,0.53,57.09,106.78,21,0.71,0.3,0.75,0.71,0.7,0.45,0.7,0.65,2001
2022-7-18/16:41:47,colon,micro,2,4,100,RUS,CFS,IB1,47,100,0,0,1,0.02,0.02,4.08,4.08,47,1,0,1,1,1,1,1,1,16,76.19,5,23.81,0.53,0.25,0.48,49.71,95.55,21,0.76,0.23,0.79,0.76,0.76,0.55,0.77,0.71,55
2022-7-18/16:41:48,colon,micro,2,4,100,RUS,CFS,SVM,47,100,0,0,1,0,0,0,0,47,1,0,1,1,1,1,1,1,14,66.67,7,33.33,0.32,0.33,0.58,66.6,115.33,21,0.67,0.36,0.71,0.67,0.64,0.36,0.66,0.61,55
2022-7-18/16:42:4,colon,micro,2,4,100,40,None,IB1,63,100,0,0,1,0.02,0.02,3.26,3.17,63,1,0,1,1,1,1,1,1,14,66.67,7,33.33,0.33,0.34,0.57,68.44,111.98,21,0.67,0.33,0.67,0.67,0.67,0.34,0.67,0.61,2001
2022-7-18/16:42:6,colon,micro,2,4,100,40,None,SVM,63,100,0,0,1,0,0,0,0,63,1,0,1,1,1,1,1,1,14,66.67,7,33.33,0.32,0.33,0.58,67.41,113.71,21,0.67,0.36,0.71,0.67,0.64,0.36,0.66,0.61,2001
2022-7-18/16:42:22,colon,micro,2,4,100,40,CFS,IB1,63,100,0,0,1,0.02,0.02,3.26,3.17,63,1,0,1,1,1,1,1,1,16,76.19,5,23.81,0.52,0.25,0.48,49.78,94.66,21,0.76,0.23,0.77,0.76,0.76,0.53,0.76,0.7,68
2022-7-18/16:42:23,colon,micro,2,4,100,40,CFS,SVM,63,100,0,0,1,0,0,0,0,63,1,0,1,1,1,1,1,1,15,71.43,6,28.57,0.42,0.29,0.53,57.78,105.27,21,0.71,0.3,0.75,0.71,0.7,0.45,0.7,0.65,68
2022-7-18/16:42:48,colon,micro,2,5,100,0,None,IB1,54,100,0,0,1,0.02,0.02,3.58,3.57,54,1,0,1,1,1,1,1,1,16,76.19,5,23.81,0.55,0.25,0.48,49.07,95.03,21,0.76,0.15,0.85,0.76,0.76,0.61,0.81,0.76,2001
2022-7-18/16:42:50,colon,micro,2,5,100,0,None,SVM,54,100,0,0,1,0,0,0,0,54,1,0,1,1,1,1,1,1,14,66.67,7,33.33,0.28,0.33,0.58,66.1,114.43,21,0.67,0.4,0.66,0.67,0.66,0.28,0.64,0.61,2001
2022-7-18/16:43:10,colon,micro,2,5,100,0,CFS,IB1,54,100,0,0,1,0.02,0.02,3.58,3.57,54,1,0,1,1,1,1,1,1,15,71.43,6,28.57,0.45,0.29,0.53,58.18,104.09,21,0.71,0.22,0.77,0.71,0.72,0.48,0.75,0.7,69
2022-7-18/16:43:11,colon,micro,2,5,100,0,CFS,SVM,54,100,0,0,1,0,0,0,0,54,1,0,1,1,1,1,1,1,16,76.19,5,23.81,0.51,0.24,0.49,47.22,96.71,21,0.76,0.24,0.77,0.76,0.76,0.51,0.76,0.71,69
2022-7-18/16:43:25,colon,micro,2,5,100,RUS,None,IB1,53,100,0,0,1,0.02,0.02,3.64,3.64,53,1,0,1,1,1,1,1,1,15,71.43,6,28.57,0.47,0.29,0.53,58.45,104.54,21,0.71,0.18,0.84,0.71,0.71,0.56,0.77,0.73,2001
2022-7-18/16:43:27,colon,micro,2,5,100,RUS,None,SVM,53,100,0,0,1,0,0,0,0,53,1,0,1,1,1,1,1,1,14,66.67,7,33.33,0.28,0.33,0.58,66.38,114.95,21,0.67,0.4,0.66,0.67,0.66,0.28,0.64,0.61,2001
2022-7-18/16:43:42,colon,micro,2,5,100,RUS,CFS,IB1,53,100,0,0,1,0.02,0.02,3.64,3.64,53,1,0,1,1,1,1,1,1,14,66.67,7,33.33,0.37,0.34,0.57,67.59,112.9,21,0.67,0.25,0.75,0.67,0.67,0.41,0.71,0.67,64
2022-7-18/16:43:43,colon,micro,2,5,100,RUS,CFS,SVM,53,100,0,0,1,0,0,0,0,53,1,0,1,1,1,1,1,1,13,61.9,8,38.1,0.19,0.38,0.62,75.86,122.89,21,0.62,0.43,0.62,0.62,0.62,0.19,0.6,0.58,64
2022-7-18/16:43:59,colon,micro,2,5,100,40,None,IB1,64,100,0,0,1,0.02,0.02,3.08,3.05,64,1,0,1,1,1,1,1,1,16,76.19,5,23.81,0.53,0.25,0.48,50.67,98.29,21,0.76,0.2,0.8,0.76,0.77,0.55,0.78,0.73,2001
2022-7-18/16:44:1,colon,micro,2,5,100,40,None,SVM,64,100,0,0,1,0,0,0,0,64,1,0,1,1,1,1,1,1,13,61.9,8,38.1,0.15,0.38,0.62,78.45,126.19,21,0.62,0.47,0.6,0.62,0.6,0.16,0.57,0.57,2001
2022-7-18/16:44:18,colon,micro,2,5,100,40,CFS,IB1,64,100,0,0,1,0.02,0.02,3.08,3.05,64,1,0,1,1,1,1,1,1,16,76.19,5,23.81,0.53,0.25,0.48,50.67,98.29,21,0.76,0.2,0.8,0.76,0.77,0.55,0.78,0.73,65
2022-7-18/16:44:19,colon,micro,2,5,100,40,CFS,SVM,64,100,0,0,1,0,0,0,0,64,1,0,1,1,1,1,1,1,16,76.19,5,23.81,0.48,0.24,0.49,49.03,99.76,21,0.76,0.29,0.76,0.76,0.76,0.48,0.74,0.69,65
2022-7-18/16:44:44,colon,micro,2,6,100,0,None,IB1,56,100,0,0,1,0.02,0.02,3.52,3.48,56,1,0,1,1,1,1,1,1,11,52.38,10,47.62,0.22,0.48,0.68,90.08,127.21,21,0.52,0.19,0.82,0.52,0.51,0.35,0.67,0.69,2001
2022-7-18/16:44:46,colon,micro,2,6,100,0,None,SVM,56,100,0,0,1,0,0,0,0,56,1,0,1,1,1,1,1,1,18,85.71,3,14.29,0.67,0.14,0.38,26.98,70.88,21,0.86,0.16,0.87,0.86,0.86,0.67,0.85,0.83,2001
2022-7-18/16:44:59,colon,micro,2,6,100,0,CFS,IB1,56,100,0,0,1,0.02,0.02,3.52,3.48,56,1,0,1,1,1,1,1,1,13,61.9,8,38.1,0.22,0.39,0.61,72.71,113.79,21,0.62,0.35,0.7,0.62,0.64,0.24,0.63,0.66,58
2022-7-18/16:45:0,colon,micro,2,6,100,0,CFS,SVM,56,100,0,0,1,0,0,0,0,56,1,0,1,1,1,1,1,1,15,71.43,6,28.57,0.22,0.29,0.53,53.95,100.25,21,0.71,0.51,0.69,0.71,0.69,0.23,0.6,0.64,58
2022-7-18/16:45:14,colon,micro,2,6,100,RUS,None,IB1,49,100,0,0,1,0.02,0.02,3.92,3.92,49,1,0,1,1,1,1,1,1,11,52.38,10,47.62,0.22,0.48,0.68,94.63,134.19,21,0.52,0.19,0.82,0.52,0.51,0.35,0.67,0.69,2001
2022-7-18/16:45:16,colon,micro,2,6,100,RUS,None,SVM,49,100,0,0,1,0,0,0,0,49,1,0,1,1,1,1,1,1,19,90.48,2,9.52,0.77,0.1,0.31,18.89,61.2,21,0.91,0.14,0.91,0.91,0.91,0.77,0.88,0.87,2001
2022-7-18/16:45:31,colon,micro,2,6,100,RUS,CFS,IB1,49,100,0,0,1,0.02,0.02,3.92,3.92,49,1,0,1,1,1,1,1,1,17,80.95,4,19.05,0.61,0.2,0.43,40.19,84.92,21,0.81,0.08,0.89,0.81,0.82,0.66,0.87,0.83,64
2022-7-18/16:45:32,colon,micro,2,6,100,RUS,CFS,SVM,49,100,0,0,1,0,0,0,0,49,1,0,1,1,1,1,1,1,20,95.24,1,4.76,0.88,0.05,0.22,9.44,43.27,21,0.95,0.12,0.95,0.95,0.95,0.88,0.92,0.92,64
2022-7-18/16:45:48,colon,micro,2,6,100,40,None,IB1,66,100,0,0,1,0.01,0.01,2.94,2.94,66,1,0,1,1,1,1,1,1,14,66.67,7,33.33,0.35,0.34,0.57,68.51,115.21,21,0.67,0.23,0.77,0.67,0.68,0.39,0.72,0.71,2001
2022-7-18/16:45:50,colon,micro,2,6,100,40,None,SVM,66,100,0,0,1,0,0,0,0,66,1,0,1,1,1,1,1,1,18,85.71,3,14.29,0.67,0.14,0.38,28.94,76.53,21,0.86,0.16,0.87,0.86,0.86,0.67,0.85,0.83,2001
2022-7-18/16:46:6,colon,micro,2,6,100,40,CFS,IB1,66,100,0,0,1,0.01,0.01,2.94,2.94,66,1,0,1,1,1,1,1,1,17,80.95,4,19.05,0.61,0.2,0.43,40.43,87.11,21,0.81,0.08,0.89,0.81,0.82,0.66,0.87,0.83,67
2022-7-18/16:46:7,colon,micro,2,6,100,40,CFS,SVM,66,100,0,0,1,0,0,0,0,66,1,0,1,1,1,1,1,1,15,71.43,6,28.57,0.22,0.29,0.53,57.87,108.23,21,0.71,0.51,0.69,0.71,0.69,0.23,0.6,0.64,67
2022-7-18/16:46:32,colon,micro,2,7,100,0,None,IB1,53,100,0,0,1,0.02,0.02,3.64,3.64,53,1,0,1,1,1,1,1,1,15,71.43,6,28.57,0.46,0.29,0.53,58.85,105.26,21,0.71,0.21,0.83,0.71,0.7,0.55,0.75,0.71,2001
2022-7-18/16:46:34,colon,micro,2,7,100,0,None,SVM,53,100,0,0,1,0,0,0,0,53,1,0,1,1,1,1,1,1,16,76.19,5,23.81,0.48,0.24,0.49,47.74,97.83,21,0.76,0.32,0.83,0.76,0.74,0.56,0.72,0.7,2001
2022-7-18/16:46:48,colon,micro,2,7,100,0,CFS,IB1,53,100,0,0,1,0.02,0.02,3.64,3.64,53,1,0,1,1,1,1,1,1,12,57.14,9,42.86,0.16,0.43,0.64,86.46,128.89,21,0.57,0.41,0.59,0.57,0.57,0.17,0.58,0.56,55
2022-7-18/16:46:49,colon,micro,2,7,100,0,CFS,SVM,53,100,0,0,1,0,0,0,0,53,1,0,1,1,1,1,1,1,15,71.43,6,28.57,0.36,0.29,0.53,57.29,107.17,21,0.71,0.38,0.81,0.71,0.67,0.47,0.67,0.65,55
2022-7-18/16:47:3,colon,micro,2,7,100,RUS,None,IB1,51,100,0,0,1,0.02,0.02,3.77,3.77,51,1,0,1,1,1,1,1,1,14,66.67,7,33.33,0.38,0.34,0.57,67.74,113.01,21,0.67,0.25,0.81,0.67,0.65,0.48,0.71,0.67,2001
2022-7-18/16:47:5,colon,micro,2,7,100,RUS,None,SVM,51,100,0,0,1,0,0,0,0,51,1,0,1,1,1,1,1,1,16,76.19,5,23.81,0.48,0.24,0.49,47.49,97.31,21,0.76,0.32,0.83,0.76,0.74,0.56,0.72,0.7,2001
2022-7-18/16:47:19,colon,micro,2,7,100,RUS,CFS,IB1,51,100,0,0,1,0.02,0.02,3.77,3.77,51,1,0,1,1,1,1,1,1,15,71.43,6,28.57,0.45,0.29,0.52,58.6,104.64,21,0.71,0.24,0.76,0.71,0.71,0.48,0.74,0.68,54
2022-7-18/16:47:20,colon,micro,2,7,100,RUS,CFS,SVM,51,100,0,0,1,0,0,0,0,51,1,0,1,1,1,1,1,1,17,80.95,4,19.05,0.59,0.19,0.44,37.99,87.04,21,0.81,0.25,0.86,0.81,0.8,0.65,0.78,0.75,54
2022-7-18/16:47:36,colon,micro,2,7,100,40,None,IB1,64,100,0,0,1,0.02,0.02,3.14,3.09,64,1,0,1,1,1,1,1,1,20,95.24,1,4.76,0.9,0.06,0.22,12.59,43.5,21,0.95,0.06,0.96,0.95,0.95,0.91,0.94,0.93,2001
2022-7-18/16:47:38,colon,micro,2,7,100,40,None,SVM,64,100,0,0,1,0,0,0,0,64,1,0,1,1,1,1,1,1,16,76.19,5,23.81,0.48,0.24,0.49,48.89,98.53,21,0.76,0.32,0.83,0.76,0.74,0.56,0.72,0.7,2001
2022-7-18/16:47:55,colon,micro,2,7,100,40,CFS,IB1,64,100,0,0,1,0.02,0.02,3.14,3.09,64,1,0,1,1,1,1,1,1,13,61.9,8,38.1,0.2,0.38,0.61,78.96,122.76,21,0.62,0.42,0.61,0.62,0.61,0.2,0.6,0.57,65
2022-7-18/16:47:56,colon,micro,2,7,100,40,CFS,SVM,64,100,0,0,1,0,0,0,0,64,1,0,1,1,1,1,1,1,12,57.14,9,42.86,0.03,0.43,0.65,88,132.19,21,0.57,0.54,0.55,0.57,0.48,0.05,0.51,0.52,65
2022-7-18/16:48:22,colon,micro,1,8,100,0,None,IB1,57,100,0,0,1,0.02,0.02,3.52,3.45,57,1,0,1,1,1,1,1,1,12,57.14,9,42.86,0.27,0.43,0.64,78.53,116.07,21,0.57,0.13,0.85,0.57,0.59,0.4,0.72,0.75,2001
2022-7-18/16:48:24,colon,micro,1,8,100,0,None,SVM,57,100,0,0,1,0,0,0,0,57,1,0,1,1,1,1,1,1,17,80.95,4,19.05,0.47,0.19,0.44,34.71,78.7,21,0.81,0.34,0.81,0.81,0.81,0.47,0.74,0.76,2001
2022-7-18/16:48:36,colon,micro,1,8,100,0,CFS,IB1,57,100,0,0,1,0.02,0.02,3.52,3.45,57,1,0,1,1,1,1,1,1,11,52.38,10,47.62,0.22,0.48,0.68,86.91,122.35,21,0.52,0.15,0.84,0.52,0.54,0.35,0.69,0.73,58
2022-7-18/16:48:37,colon,micro,1,8,100,0,CFS,SVM,57,100,0,0,1,0,0,0,0,57,1,0,1,1,1,1,1,1,14,66.67,7,33.33,0.24,0.33,0.58,60.74,104.11,21,0.67,0.38,0.73,0.67,0.69,0.25,0.64,0.7,58
2022-7-18/16:48:51,colon,micro,1,8,100,RUS,None,IB1,47,100,0,0,1,0.02,0.02,4.08,4.08,47,1,0,1,1,1,1,1,1,12,57.14,9,42.86,0.27,0.43,0.64,85.38,126.92,21,0.57,0.13,0.85,0.57,0.59,0.4,0.72,0.75,2001
2022-7-18/16:48:53,colon,micro,1,8,100,RUS,None,SVM,47,100,0,0,1,0,0,0,0,47,1,0,1,1,1,1,1,1,18,85.71,3,14.29,0.58,0.14,0.38,28.27,74.78,21,0.86,0.32,0.85,0.86,0.85,0.58,0.77,0.8,2001
2022-7-18/16:49:8,colon,micro,1,8,100,RUS,CFS,IB1,47,100,0,0,1,0.02,0.02,4.08,4.08,47,1,0,1,1,1,1,1,1,10,47.62,11,52.38,0.11,0.52,0.71,103.46,140.3,21,0.48,0.3,0.72,0.48,0.5,0.16,0.59,0.67,63
2022-7-18/16:49:9,colon,micro,1,8,100,RUS,CFS,SVM,47,100,0,0,1,0,0,0,0,47,1,0,1,1,1,1,1,1,13,61.9,8,38.1,0.08,0.38,0.62,75.38,122.12,21,0.62,0.53,0.67,0.62,0.64,0.08,0.54,0.65,63
2022-7-18/16:49:25,colon,micro,1,8,100,40,None,IB1,66,100,0,0,1,0.01,0.01,2.94,2.94,66,1,0,1,1,1,1,1,1,18,85.71,3,14.29,0.67,0.15,0.37,30.21,73.38,21,0.86,0.04,0.91,0.86,0.87,0.71,0.91,0.88,2001
2022-7-18/16:49:27,colon,micro,1,8,100,40,None,SVM,66,100,0,0,1,0,0,0,0,66,1,0,1,1,1,1,1,1,17,80.95,4,19.05,0.47,0.19,0.44,37.52,85.94,21,0.81,0.34,0.81,0.81,0.81,0.47,0.74,0.76,2001
2022-7-18/16:49:40,colon,micro,1,8,100,40,CFS,IB1,66,100,0,0,1,0.01,0.01,2.94,2.94,66,1,0,1,1,1,1,1,1,12,57.14,9,42.86,0.2,0.43,0.65,84.83,127.03,21,0.57,0.27,0.76,0.57,0.6,0.26,0.65,0.7,63
2022-7-18/16:49:41,colon,micro,1,8,100,40,CFS,SVM,66,100,0,0,1,0,0,0,0,66,1,0,1,1,1,1,1,1,14,66.67,7,33.33,0.24,0.33,0.58,65.66,113.68,21,0.67,0.38,0.73,0.67,0.69,0.25,0.64,0.7,63
2022-7-18/16:50:6,colon,micro,2,9,100,0,None,IB1,55,100,0,0,1,0.02,0.02,3.54,3.52,55,1,0,1,1,1,1,1,1,15,71.43,6,28.57,0.47,0.29,0.53,56.98,101.76,21,0.71,0.14,0.85,0.71,0.72,0.56,0.79,0.75,2001
2022-7-18/16:50:8,colon,micro,2,9,100,0,None,SVM,55,100,0,0,1,0,0,0,0,55,1,0,1,1,1,1,1,1,16,76.19,5,23.81,0.44,0.24,0.49,46.27,94.51,21,0.76,0.33,0.76,0.76,0.76,0.45,0.71,0.69,2001
2022-7-18/16:50:25,colon,micro,2,9,100,0,CFS,IB1,55,100,0,0,1,0.02,0.02,3.54,3.52,55,1,0,1,1,1,1,1,1,14,66.67,7,33.33,0.32,0.34,0.57,65.91,109.9,21,0.67,0.31,0.71,0.67,0.68,0.34,0.68,0.66,63
2022-7-18/16:50:27,colon,micro,2,9,100,0,CFS,SVM,55,100,0,0,1,0,0,0,0,55,1,0,1,1,1,1,1,1,14,66.67,7,33.33,0.28,0.33,0.58,64.77,111.83,21,0.67,0.38,0.68,0.67,0.67,0.28,0.64,0.64,63
2022-7-18/16:50:41,colon,micro,2,9,100,RUS,None,IB1,51,100,0,0,1,0.02,0.02,3.77,3.77,51,1,0,1,1,1,1,1,1,14,66.67,7,33.33,0.4,0.34,0.57,67.5,112.61,21,0.67,0.17,0.83,0.67,0.67,0.5,0.75,0.72,2001
2022-7-18/16:50:43,colon,micro,2,9,100,RUS,None,SVM,51,100,0,0,1,0,0,0,0,51,1,0,1,1,1,1,1,1,16,76.19,5,23.81,0.44,0.24,0.49,47.32,96.96,21,0.76,0.33,0.76,0.76,0.76,0.45,0.71,0.69,2001
2022-7-18/16:50:54,colon,micro,2,9,100,RUS,CFS,IB1,51,100,0,0,1,0.02,0.02,3.77,3.77,51,1,0,1,1,1,1,1,1,14,66.67,7,33.33,0.32,0.34,0.57,67.5,112.61,21,0.67,0.31,0.71,0.67,0.68,0.34,0.68,0.66,59
2022-7-18/16:50:55,colon,micro,2,9,100,RUS,CFS,SVM,51,100,0,0,1,0,0,0,0,51,1,0,1,1,1,1,1,1,15,71.43,6,28.57,0.36,0.29,0.53,56.79,106.22,21,0.71,0.36,0.71,0.71,0.71,0.36,0.68,0.66,59
2022-7-18/16:51:11,colon,micro,2,9,100,40,None,IB1,65,100,0,0,1,0.01,0.01,3,2.99,65,1,0,1,1,1,1,1,1,14,66.67,7,33.33,0.28,0.34,0.57,69.39,116.37,21,0.67,0.38,0.68,0.67,0.67,0.28,0.64,0.64,2001
2022-7-18/16:51:13,colon,micro,2,9,100,40,None,SVM,65,100,0,0,1,0,0,0,0,65,1,0,1,1,1,1,1,1,16,76.19,5,23.81,0.44,0.24,0.49,48.83,99.82,21,0.76,0.33,0.76,0.76,0.76,0.45,0.71,0.69,2001
2022-7-18/16:51:27,colon,micro,2,9,100,40,CFS,IB1,65,100,0,0,1,0.01,0.01,3,2.99,65,1,0,1,1,1,1,1,1,14,66.67,7,33.33,0.36,0.34,0.57,69.39,116.37,21,0.67,0.24,0.76,0.67,0.67,0.41,0.71,0.69,65
